question_idx,story,query,target_text,proof_state,f_comb,story_edges,edge_types,query_edge,genders,task_split,Assignee,ground_truth
673,"[Mary]'s mom, [Alice], meet with with her sister, [Maria], to discuss their dad. [Roger]'s mother, [Alice], was disappointed that he failed his math class [Mary] took her sister, [Earline], out to dinner for her birthday. [Kim] took her sister, [Mary], out to dinner for her birthday. [Earline] went to the store with her sister [Kim] [Alice] asked her daughter, [Mary], if she would like to go to a movie with her on Saturday night. [Roger] took his favorite son [Manuel] to a baseball game where he caught a foul ball as a souvenir.","('Manuel', 'Maria')",sister,"[{('Manuel', 'sister', 'Maria'): [('Manuel', 'daughter', 'Earline'), ('Earline', 'aunt', 'Maria')]}, {('Manuel', 'daughter', 'Earline'): [('Manuel', 'daughter', 'Mary'), ('Mary', 'sister', 'Earline')]}, {('Earline', 'aunt', 'Maria'): [('Earline', 'mother', 'Alice'), ('Alice', 'sister', 'Maria')]}, {('Manuel', 'daughter', 'Mary'): [('Manuel', 'son', 'Roger'), ('Roger', 'sister', 'Mary')]}, {('Roger', 'sister', 'Mary'): [('Roger', 'mother', 'Alice'), ('Alice', 'daughter', 'Mary')]}, {('Earline', 'mother', 'Alice'): [('Earline', 'sister', 'Mary'), ('Mary', 'mother', 'Alice')]}, {('Mary', 'sister', 'Earline'): [('Mary', 'sister', 'Kim'), ('Kim', 'sister', 'Earline')]}]",son-mother-daughter-sister-sister-sister-mother-sister,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 3), (3, 2), (2, 6)]","['son', 'mother', 'daughter', 'sister', 'sister', 'sister', 'mother', 'sister']","(0, 6)","Manuel:male,Roger:male,Alice:female,Mary:female,Kim:female,Earline:female,Maria:female",test,Sudheera,"(Mary, has mother, Alice), (Alice, has daughter, Mary), (Alice, has sister, Maria), (Maria, has sister, Alice), (Roger, has mother, Alice), (Alice, has son, Roger), (Mary, has sister, Earline), (Earline, has sister, Mary), (Kim, has sister, Mary), (Mary, has sister, Kim), (Earline, has sister, Kim), (Kim, has sister, Earline), (Alice, has daughter, Mary), (Mary, has mother, Alice), (Roger, has son, Manuel), (Manuel, has father, Roger)"
804,"[Santa] went to dinner with her daughter [Susan]. They then went to the park afterwards. [Loren] wanted to meet with her brother, [Milton], but she had to cancel when her sister, [Santa], had an emergency that she needed to attend to. [Ronald] played basketball with his brother [John]. [Loren] wanted her sister, [Betty], to go the same college she attends. [Betty] chose to attend college with her brother, [Milton], instead. [Ronald] was so proud of his son, [Milton]. he received a great scholarship to college. [Santa] just had a baby and presented the baby proudly to the new maternal grandmother, [Susan]. [Milton] likes to visit his sister. Her name is [Santa].","('Loren', 'John')",uncle,"[{('Loren', 'uncle', 'John'): [('Loren', 'father', 'Ronald'), ('Ronald', 'brother', 'John')]}, {('Loren', 'father', 'Ronald'): [('Loren', 'sister', 'Betty'), ('Betty', 'father', 'Ronald')]}, {('Betty', 'father', 'Ronald'): [('Betty', 'sister', 'Santa'), ('Santa', 'father', 'Ronald')]}, {('Betty', 'sister', 'Santa'): [('Betty', 'mother', 'Susan'), ('Susan', 'daughter', 'Santa')]}, {('Betty', 'mother', 'Susan'): [('Betty', 'sister', 'Loren'), ('Loren', 'mother', 'Susan')]}, {('Loren', 'mother', 'Susan'): [('Loren', 'sister', 'Santa'), ('Santa', 'mother', 'Susan')]}, {('Betty', 'sister', 'Loren'): [('Betty', 'brother', 'Milton'), ('Milton', 'sister', 'Loren')]}, {('Santa', 'father', 'Ronald'): [('Santa', 'brother', 'Milton'), ('Milton', 'father', 'Ronald')]}]",sister-brother-sister-sister-mother-daughter-brother-father-brother,"[(0, 1), (1, 2), (2, 0), (0, 3), (3, 4), (4, 3), (3, 2), (2, 5), (5, 6)]","['sister', 'brother', 'sister', 'sister', 'mother', 'daughter', 'brother', 'father', 'brother']","(0, 6)","Loren:female,Betty:female,Milton:male,Santa:female,Susan:female,Ronald:male,John:male",test,Sudheera,"(Santa, has daughter, Susan), (Susan, has mother, Santa), (Loren, has brother, Milton), (Milton, has sister, Loren), (Loren, has sister, Santa), (Santa, has sister, Loren), (Ronald, has brother, John), (John, has brother, Ronald), (Loren, has sister, Betty), (Betty, has sister, Loren), (Betty, has brother, Milton), (Milton, has sister, Betty), (Ronald, has son, Milton), (Milton, has father, Ronald), (Santa, has mother, Susan), (Susan, has daughter, Santa), (Milton, has sister, Santa), (Santa, has brother, Milton) "
805,"[Danielle] loves playing tag with her daughter's son. His name is [Wallace]. [Albert] went to the game with his sister [Maryann]. [Danielle] went to the mall, because she wanted to look for a present for her daughter, [Susan]. [Kyle] and his son [Albert] were jumping rope. [Kyle]'s sister, [Susan], was nearby drawing in a coloring book. [Donna] took her daughter [Leah] and son [Wallace] to the beach. [Leah] was sad that her sister [Helen] could n't go with them. [Mark] drove his daughter [Helen] to soccer practice.","('Mark', 'Maryann')",niece,"[{('Mark', 'niece', 'Maryann'): [('Mark', 'brother', 'Kyle'), ('Kyle', 'daughter', 'Maryann')]}, {('Mark', 'brother', 'Kyle'): [('Mark', 'mother', 'Danielle'), ('Danielle', 'son', 'Kyle')]}, {('Mark', 'mother', 'Danielle'): [('Mark', 'son', 'Wallace'), ('Wallace', 'grandmother', 'Danielle')]}, {('Kyle', 'daughter', 'Maryann'): [('Kyle', 'son', 'Albert'), ('Albert', 'sister', 'Maryann')]}, {('Mark', 'son', 'Wallace'): [('Mark', 'daughter', 'Helen'), ('Helen', 'brother', 'Wallace')]}, {('Danielle', 'son', 'Kyle'): [('Danielle', 'daughter', 'Susan'), ('Susan', 'brother', 'Kyle')]}, {('Helen', 'brother', 'Wallace'): [('Helen', 'mother', 'Donna'), ('Donna', 'son', 'Wallace')]}, {('Helen', 'mother', 'Donna'): [('Helen', 'sister', 'Leah'), ('Leah', 'mother', 'Donna')]}]",daughter-sister-mother-son-grandmother-daughter-brother-son-sister,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]","['daughter', 'sister', 'mother', 'son', 'grandmother', 'daughter', 'brother', 'son', 'sister']","(0, 9)","Mark:male,Helen:female,Leah:female,Donna:female,Wallace:male,Danielle:female,Susan:female,Kyle:male,Albert:male,Maryann:female",test,Sudheera,"(Danielle, has grandson, Wallace), (Wallace, has grandmother, Danielle), (Albert, has sister, Maryann), (Maryann, has brother, Albert), (Danielle, has daughter, Susan), (Susan, has mother, Danielle), (Kyle, has son, Albert), (Albert, has father, Kyle), (Kyle, has sister, Susan), (Susan, has brother, Kyle), (Donna, has daughter, Leah), (Leah, has mother, Donna), (Donna, has son, Wallace), (Wallace, has mother, Donna), (Leah, has sister, Helen), (Helen, has sister, Leah), (Mark, has daughter, Helen), (Helen, has father, Mark)"
803,"[Kyle] and his daughter [Maryann] took a day off school to go to the zoo. [Albert] and his sister, [Maryann] love it when their grandmother visits because she spoils them. She is coming this week to watch them while their parents are out of town. [Mark] rushed to the hospital to find out that his wife and already given birth to a boy and had named him [Wallace]. [Susan] went to the movie with her brother, [John]. His son, [Bryan], could n't make it because he was helping [Susan]'s dad, [Charles]. [Kyle] and his uncle [Timothy] went to the county fair and went on the ferris wheel [Bryan] and his brother [Timothy] went to the park to play basketball. [Mark] is the uncle of [Albert].","('Charles', 'Wallace')",grandson,"[{('Charles', 'grandson', 'Wallace'): [('Charles', 'son', 'Mark'), ('Mark', 'son', 'Wallace')]}, {('Charles', 'son', 'Mark'): [('Charles', 'son', 'Kyle'), ('Kyle', 'brother', 'Mark')]}, {('Charles', 'son', 'Kyle'): [('Charles', 'son', 'John'), ('John', 'brother', 'Kyle')]}, {('Charles', 'son', 'John'): [('Charles', 'daughter', 'Susan'), ('Susan', 'brother', 'John')]}, {('John', 'brother', 'Kyle'): [('John', 'son', 'Timothy'), ('Timothy', 'uncle', 'Kyle')]}, {('John', 'son', 'Timothy'): [('John', 'son', 'Bryan'), ('Bryan', 'brother', 'Timothy')]}, {('Kyle', 'brother', 'Mark'): [('Kyle', 'son', 'Albert'), ('Albert', 'uncle', 'Mark')]}, {('Kyle', 'son', 'Albert'): [('Kyle', 'daughter', 'Maryann'), ('Maryann', 'brother', 'Albert')]}]",daughter-brother-son-brother-uncle-daughter-brother-uncle-son,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]","['daughter', 'brother', 'son', 'brother', 'uncle', 'daughter', 'brother', 'uncle', 'son']","(0, 9)","Charles:male,Susan:female,John:male,Bryan:male,Timothy:male,Kyle:male,Maryann:female,Albert:male,Mark:male,Wallace:male",test,Sudheera,"(Kyle, has daughter, Maryann), (Maryann, has father, Kyle), (Albert, has sister, Maryann), (Maryann, has brother, Albert), (Mark, has son, Wallace), (Wallace, has father, Mark), (Susan, has brother, John), (John, has sister, Susan), (John, has brother, Bryan), (Bryan, has brother, John), (Susan, has father, Charles), (Charles, has daughter, Susan), (Kyle, has uncle, Timothy), (Timothy, has nephew, Kyle), (Bryan, has brother, Timothy), (Timothy, has brother, Bryan), (Mark, has nephew, Albert), (Albert, has uncle, Mark)"
807,"[Kyle] and his son [Albert] went to his mother [Danielle]'s home [Donna] and her husband [Mark] are taking [Donna]'s son [Wallace] and his sister [Marie] to the amusement park this weekend. [Charles]'s wife, [Danielle], surprised him on his birthday. He could n't believe she pulled it off. [John]'s nephew [Albert] was happy to hear that he will be arriving at the airport later tonight. [Wallace]'s sister, [Marie], was in town unexpectedly, so he had to cancel his plans with his grandfather, [Charles].","('Mark', 'John')",brother,"[{('Mark', 'brother', 'John'): [('Mark', 'father', 'Charles'), ('Charles', 'son', 'John')]}, {('Mark', 'father', 'Charles'): [('Mark', 'daughter', 'Marie'), ('Marie', 'grandfather', 'Charles')]}, {('Mark', 'daughter', 'Marie'): [('Mark', 'son', 'Wallace'), ('Wallace', 'sister', 'Marie')]}, {('Charles', 'son', 'John'): [('Charles', 'son', 'Kyle'), ('Kyle', 'brother', 'John')]}, {('Marie', 'grandfather', 'Charles'): [('Marie', 'brother', 'Wallace'), ('Wallace', 'grandfather', 'Charles')]}, {('Mark', 'son', 'Wallace'): [('Mark', 'wife', 'Donna'), ('Donna', 'son', 'Wallace')]}, {('Charles', 'son', 'Kyle'): [('Charles', 'wife', 'Danielle'), ('Danielle', 'son', 'Kyle')]}, {('Kyle', 'brother', 'John'): [('Kyle', 'son', 'Albert'), ('Albert', 'uncle', 'John')]}]",wife-son-sister-brother-grandfather-wife-son-son-uncle,"[(0, 1), (1, 2), (2, 3), (3, 2), (2, 4), (4, 5), (5, 6), (6, 7), (7, 8)]","['wife', 'son', 'sister', 'brother', 'grandfather', 'wife', 'son', 'son', 'uncle']","(0, 8)","Mark:male,Donna:female,Wallace:male,Marie:female,Charles:male,Danielle:female,Kyle:male,Albert:male,John:male",test,Sudheera,"(Kyle, has son, Albert), (Albert, has father, Kyle), (Kyle, has mother, Danielle), (Danielle, has son, Kyle), (Donna, has husband, Mark), (Mark, has wife, Donna), (Donna, has son, Wallace), (Wallace, has mother, Donna), (Wallace, has sister, Marie), (Marie, has brother, Wallace), (Charles, has wife, Danielle), (Danielle, has husband, Charles), (John, has nephew, Albert), (Albert, has uncle, John), (Wallace, has grandfather, Charles), (Charles, has grandson, Wallace) "
827,"[Susan] and her son, [Milton], went to the park, and had a wonderful time. [Amanda] and [Timothy] are siblings who are enjoying lunch together. [Milton] went to the game with his sister [Loren]. [Ronald] is [Willie]'s older brother. He has never liked any of her boyfriends. [Thelma] went to dinner with her daughter [Willie]. They then went to the park afterwards. [Thelma] went to her brother [Timothy]'s birthday party [John] and his son, [Bryan], were having a big fight. [John]'s daughter, [Amanda], told the two of them to just settle down. [Ronald] is buying his daughter [Loren] a brand new car for her birthday.","('Susan', 'Bryan')",nephew,"[{('Susan', 'nephew', 'Bryan'): [('Susan', 'sister', 'Willie'), ('Willie', 'son', 'Bryan')]}, {('Susan', 'sister', 'Willie'): [('Susan', 'daughter', 'Loren'), ('Loren', 'aunt', 'Willie')]}, {('Willie', 'son', 'Bryan'): [('Willie', 'son', 'Timothy'), ('Timothy', 'brother', 'Bryan')]}, {('Willie', 'son', 'Timothy'): [('Willie', 'daughter', 'Thelma'), ('Thelma', 'brother', 'Timothy')]}, {('Timothy', 'brother', 'Bryan'): [('Timothy', 'sister', 'Amanda'), ('Amanda', 'brother', 'Bryan')]}, {('Amanda', 'brother', 'Bryan'): [('Amanda', 'father', 'John'), ('John', 'son', 'Bryan')]}, {('Loren', 'aunt', 'Willie'): [('Loren', 'father', 'Ronald'), ('Ronald', 'sister', 'Willie')]}, {('Susan', 'daughter', 'Loren'): [('Susan', 'son', 'Milton'), ('Milton', 'sister', 'Loren')]}]",son-sister-father-sister-daughter-brother-sister-father-son,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]","['son', 'sister', 'father', 'sister', 'daughter', 'brother', 'sister', 'father', 'son']","(0, 9)","Susan:female,Milton:male,Loren:female,Ronald:male,Willie:female,Thelma:female,Timothy:male,Amanda:female,John:male,Bryan:male",test,Sudheera,"(Susan, has son, Milton), (Milton, has mother, Susan), (Amanda, has brother, Timothy), (Timothy, has sister, Amanda), (Milton, has sister, Loren), (Loren, has brother, Milton), (Ronald, has sister, Willie), (Willie, has brother, Ronald), (Thelma, has daughter, Willie), (Willie, has mother, Thelma), (Thelma, has brother, Timothy), (Timothy, has sister, Thelma), (John, has son, Bryan), (Bryan, has father, John), (John, has daughter, Amanda), (Amanda, has father, John), (Ronald, has daughter, Loren), (Loren, has father, Ronald)"
852,"[Ronald] asked his uncle, [Wallace], to pick him up. [Wallace] told him he was too heavy. [Marie] and her brother [Wallace] enlisted in the army [Helen] and her sister, [Leah], frequently bicker. However, they always make up quickly. [Mark] and [Donna] got married in Hawaii. [Donna] and her daughter [Marie] went to see a movie yesterday and then got ice cream afterwards. [Mark] took his daughter [Marie] to the baseball game. [Marie]'s brother [Wallace] hates baseball and stayed home. [Leah] and her brother [Wallace] went to see a movie. [Leah], who is the sister of [Helen], is a lovely girl.","('Leah', 'Ronald')",uncle,"[{('Leah', 'uncle', 'Ronald'): [('Leah', 'mother', 'Donna'), ('Donna', 'brother', 'Ronald')]}, {('Donna', 'brother', 'Ronald'): [('Donna', 'son', 'Wallace'), ('Wallace', 'uncle', 'Ronald')]}, {('Leah', 'mother', 'Donna'): [('Leah', 'sister', 'Helen'), ('Helen', 'mother', 'Donna')]}, {('Helen', 'mother', 'Donna'): [('Helen', 'sister', 'Marie'), ('Marie', 'mother', 'Donna')]}, {('Helen', 'sister', 'Marie'): [('Helen', 'sister', 'Leah'), ('Leah', 'sister', 'Marie')]}, {('Donna', 'son', 'Wallace'): [('Donna', 'daughter', 'Marie'), ('Marie', 'brother', 'Wallace')]}, {('Donna', 'daughter', 'Marie'): [('Donna', 'husband', 'Mark'), ('Mark', 'daughter', 'Marie')]}, {('Leah', 'sister', 'Marie'): [('Leah', 'brother', 'Wallace'), ('Wallace', 'sister', 'Marie')]}]",sister-sister-brother-sister-mother-husband-daughter-brother-uncle,"[(0, 1), (1, 0), (0, 2), (2, 3), (3, 4), (4, 5), (5, 3), (3, 2), (2, 6)]","['sister', 'sister', 'brother', 'sister', 'mother', 'husband', 'daughter', 'brother', 'uncle']","(0, 6)","Leah:female,Helen:female,Wallace:male,Marie:female,Donna:female,Mark:male,Ronald:male",test,Sudheera,"(Ronald, has uncle, Wallace), (Wallace, has nephew, Ronald), (Marie, has brother, Wallace), (Wallace, has sister, Marie), (Helen, has sister, Leah), (Leah, has sister, Helen), (Mark, has wife, Donna), (Donna, has husband, Mark), (Donna, has daughter, Marie), (Marie, has mother, Donna), (Mark, has daughter, Marie), (Marie, has father, Mark), (Marie, has brother, Wallace), (Wallace, has sister, Marie), (Leah, has brother, Wallace), (Wallace, has sister, Leah), (Leah, has sister, Helen), (Helen, has sister, Leah) "
806,"[Mark] asked his uncle, [Albert], to pick him up. [Albert] told him he was too heavy. [Danielle] likes taking her son [Kyle] to baseball practice. She also likes taking her son [John] to soccer practice. [Kyle] and his son [Frank] went to the cinema together. [Bonita] and her brother [John] walked to the park. [Bonita]'s son [Albert] joined them later on. [Cheryl] and her brother [Frank] went to see a movie. [Albert] took his sister [Maryann] too the zoo but his sister [Cheryl] could n't come because she had to work.","('Maryann', 'Mark')",uncle,"[{('Maryann', 'uncle', 'Mark'): [('Maryann', 'father', 'Kyle'), ('Kyle', 'brother', 'Mark')]}, {('Kyle', 'brother', 'Mark'): [('Kyle', 'mother', 'Danielle'), ('Danielle', 'son', 'Mark')]}, {('Danielle', 'son', 'Mark'): [('Danielle', 'daughter', 'Bonita'), ('Bonita', 'brother', 'Mark')]}, {('Maryann', 'father', 'Kyle'): [('Maryann', 'sister', 'Cheryl'), ('Cheryl', 'father', 'Kyle')]}, {('Bonita', 'brother', 'Mark'): [('Bonita', 'son', 'Albert'), ('Albert', 'uncle', 'Mark')]}, {('Maryann', 'sister', 'Cheryl'): [('Maryann', 'brother', 'Albert'), ('Albert', 'sister', 'Cheryl')]}, {('Cheryl', 'father', 'Kyle'): [('Cheryl', 'brother', 'Frank'), ('Frank', 'father', 'Kyle')]}, {('Danielle', 'daughter', 'Bonita'): [('Danielle', 'son', 'John'), ('John', 'sister', 'Bonita')]}]",brother-sister-brother-father-mother-son-sister-son-uncle,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 1), (1, 8)]","['brother', 'sister', 'brother', 'father', 'mother', 'son', 'sister', 'son', 'uncle']","(0, 8)","Maryann:female,Albert:male,Cheryl:female,Frank:male,Kyle:male,Danielle:female,John:male,Bonita:female,Mark:male",test,Sudheera,"(Mark, has uncle, Albert), (Albert, has nephew, Mark), (Danielle, has son, Kyle), (Kyle, has mother, Danielle), (Danielle, has son, John), (John, has mother, Danielle), (Kyle, has son, Frank), (Frank, has father, Kyle), (Bonita, has brother, John), (John, has sister, Bonita), (Bonita, has son, Albert), (Albert, has mother, Bonita), (Cheryl, has brother, Frank), (Frank, has sister, Cheryl), (Albert, has sister, Maryann), (Maryann, has brother, Albert), (Albert, has sister, Cheryl), (Cheryl, has brother, Albert)"
809,"[Loren] was excited because today she was going to the zoo with her uncle [John]. [Thelma] went shoe shopping with her sister [Amanda]. [Bryan] invited his sister [Amanda] to dinner this Friday because it is her birthday. [Betty] wanted her sister, [Santa], to go the same college she attends. [Santa] chose to attend college with her brother, [Milton], instead. [Ronald] took his daughter [Betty] to cheer practice. [Loren] went shoe shopping with her sister [Betty]. [Bryan] took his favorite son [John] to a baseball game where he caught a foul ball as a souvenir. [Milton] took his sister, [Betty], to a baseball game.","('Ronald', 'Thelma')",niece,"[{('Ronald', 'niece', 'Thelma'): [('Ronald', 'brother', 'John'), ('John', 'daughter', 'Thelma')]}, {('Ronald', 'brother', 'John'): [('Ronald', 'daughter', 'Loren'), ('Loren', 'uncle', 'John')]}, {('Ronald', 'daughter', 'Loren'): [('Ronald', 'son', 'Milton'), ('Milton', 'sister', 'Loren')]}, {('John', 'daughter', 'Thelma'): [('John', 'son', 'Bryan'), ('Bryan', 'sister', 'Thelma')]}, {('Ronald', 'son', 'Milton'): [('Ronald', 'daughter', 'Santa'), ('Santa', 'brother', 'Milton')]}, {('Milton', 'sister', 'Loren'): [('Milton', 'sister', 'Betty'), ('Betty', 'sister', 'Loren')]}, {('Ronald', 'daughter', 'Santa'): [('Ronald', 'daughter', 'Betty'), ('Betty', 'sister', 'Santa')]}, {('Bryan', 'sister', 'Thelma'): [('Bryan', 'sister', 'Amanda'), ('Amanda', 'sister', 'Thelma')]}]",daughter-sister-brother-sister-sister-uncle-son-sister-sister,"[(0, 1), (1, 2), (2, 3), (3, 1), (1, 4), (4, 5), (5, 6), (6, 7), (7, 8)]","['daughter', 'sister', 'brother', 'sister', 'sister', 'uncle', 'son', 'sister', 'sister']","(0, 8)","Ronald:male,Betty:female,Santa:female,Milton:male,Loren:female,John:male,Bryan:male,Amanda:female,Thelma:female",test,Sudheera,"(Loren, has uncle, John), (John, has niece, Loren), (Thelma, has sister, Amanda), (Amanda, has sister, Thelma), (Bryan, has sister, Amanda), (Amanda, has brother, Bryan), (Betty, has sister, Santa), (Santa, has sister, Betty), (Santa, has brother, Milton), (Milton, has sister, Santa), (Ronald, has daughter, Betty), (Betty, has father, Ronald), (Loren, has sister, Betty), (Betty, has sister, Loren), (Bryan, has son, John), (John, has father, Bryan), (Milton, has sister, Betty), (Betty, has brother, Milton)"
935,"[Steve] was n't able to leave work early to go watch his son [Sidney] play in his first high school football game. [Steve] instead sent his oldest daughter, [Beatrice], to film the game for him so that he could watch it later that night. [Constance] went to her son [Don]'s House [Ellen] and her brother [Cesar] went to see a movie. [Patrice] went shoe shopping with her sister [Margaret]. [Constance] planned a trip to the zoo for her brother, [Cesar]. They had a great time. [Steven]'s daughter [Ellen] was playing on the swings in the park. [Patrice], his other daughter, was napping in the stroller. [Stanley] and his brother [Sidney] went shopping at an electronics store. [Stanley] found the perfect pair of headphones for his brother [Don]'s birthday.","('Margaret', 'Beatrice')",niece,"[{('Margaret', 'niece', 'Beatrice'): [('Margaret', 'sister', 'Constance'), ('Constance', 'daughter', 'Beatrice')]}, {('Margaret', 'sister', 'Constance'): [('Margaret', 'sister', 'Ellen'), ('Ellen', 'sister', 'Constance')]}, {('Margaret', 'sister', 'Ellen'): [('Margaret', 'father', 'Steven'), ('Steven', 'daughter', 'Ellen')]}, {('Constance', 'daughter', 'Beatrice'): [('Constance', 'son', 'Don'), ('Don', 'sister', 'Beatrice')]}, {('Ellen', 'sister', 'Constance'): [('Ellen', 'brother', 'Cesar'), ('Cesar', 'sister', 'Constance')]}, {('Don', 'sister', 'Beatrice'): [('Don', 'father', 'Steve'), ('Steve', 'daughter', 'Beatrice')]}, {('Don', 'father', 'Steve'): [('Don', 'brother', 'Sidney'), ('Sidney', 'father', 'Steve')]}, {('Margaret', 'father', 'Steven'): [('Margaret', 'sister', 'Patrice'), ('Patrice', 'father', 'Steven')]}, {('Don', 'brother', 'Sidney'): [('Don', 'brother', 'Stanley'), ('Stanley', 'brother', 'Sidney')]}]",sister-father-daughter-brother-sister-son-brother-brother-father-daughter,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]","['sister', 'father', 'daughter', 'brother', 'sister', 'son', 'brother', 'brother', 'father', 'daughter']","(0, 10)","Margaret:female,Patrice:female,Steven:male,Ellen:female,Cesar:male,Constance:female,Don:male,Stanley:male,Sidney:male,Steve:male,Beatrice:female",test,Sudheera,"(Steve, has son, Sidney), (Sidney, has father, Steve), (Steve, has daughter, Beatrice), (Beatrice, has father, Steve), (Constance, has son, Don), (Don, has mother, Constance), (Ellen, has brother, Cesar), (Cesar, has sister, Ellen), (Patrice, has sister, Margaret), (Margaret, has sister, Patrice), (Constance, has brother, Cesar), (Cesar, has sister, Constance), (Steven, has daughter, Ellen), (Ellen, has father, Steven), (Stanley, has brother, Sidney), (Sidney, has brother, Stanley), (Stanley, has brother, Don), (Don, has brother, Stanley)"
938,"[William] wanted to have a family cookout so he invited his brother [James]. [James] wanted to invite his other brother [Cesar]. [Darryl]'s mother, [Patrice], waited impatiently for him at the diner. [Dan] played basketball with his brother [Eric]. [Darryl] took his brother [Eric] to the baseball game with [Nora]'s father [Cesar]. [Cesar] took his son [Eric] to go get nachos during the game. [Patrice] fixed her husband [Cesar] dinner and then they watched a movie they rented. [Cesar] rushed to the hospital to find out that his wife and already given birth to a boy and had named him [Dan]. [Cesar] was so excited to surprise his son, [Eric], with the tickets to the playoffs.","('Nora', 'William')",uncle,"[{('Nora', 'uncle', 'William'): [('Nora', 'mother', 'Patrice'), ('Patrice', 'brother', 'William')]}, {('Patrice', 'brother', 'William'): [('Patrice', 'son', 'Eric'), ('Eric', 'uncle', 'William')]}, {('Nora', 'mother', 'Patrice'): [('Nora', 'brother', 'Darryl'), ('Darryl', 'mother', 'Patrice')]}, {('Eric', 'uncle', 'William'): [('Eric', 'father', 'Cesar'), ('Cesar', 'brother', 'William')]}, {('Cesar', 'brother', 'William'): [('Cesar', 'brother', 'James'), ('James', 'brother', 'William')]}, {('Patrice', 'son', 'Eric'): [('Patrice', 'son', 'Dan'), ('Dan', 'brother', 'Eric')]}, {('Patrice', 'son', 'Dan'): [('Patrice', 'husband', 'Cesar'), ('Cesar', 'son', 'Dan')]}, {('Nora', 'brother', 'Darryl'): [('Nora', 'brother', 'Eric'), ('Eric', 'brother', 'Darryl')]}, {('Nora', 'brother', 'Eric'): [('Nora', 'father', 'Cesar'), ('Cesar', 'son', 'Eric')]}]",father-son-brother-mother-husband-son-brother-father-brother-brother,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 1), (1, 5), (5, 2), (2, 1), (1, 6), (6, 7)]","['father', 'son', 'brother', 'mother', 'husband', 'son', 'brother', 'father', 'brother', 'brother']","(0, 7)","Nora:female,Cesar:male,Eric:male,Darryl:male,Patrice:female,Dan:male,James:male,William:male",test,Sudheera,"(William, has brother, James), (James, has brother, William), (Cesar, has brother, James), (James, has brother, Cesar), (Darryl, has mother, Patrice), (Patrice, has son, Darryl), (Dan, has brother, Eric), (Eric, has brother, Dan), (Darryl, has brother, Eric), (Eric, has brother, Darryl), (Nora, has father, Cesar), (Cesar, has daughter, Nora), (Cesar, has son, Eric), (Eric, has father, Cesar), (Patrice, has husband, Cesar), (Cesar, has wife, Patrice), (Cesar, has son, Dan), (Dan, has father, Cesar), (Cesar, has son, Eric), (Eric, has father, Cesar)"
